id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
osm_social_facilities_0958,Care to Care,Ambulatory Care,community,,,QLD,,-27.4705571,153.1005906,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0959,Gracemere Community Centre,Community Centre,community,,,QLD,,-23.4376073,150.454218,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0960,Austism Queensland Rockhampton,Social Facility,community,Lakes Creek Road,Koongal,QLD,4701,-23.3741929,150.5534312,+61 7 4923 4800,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0961,PCCS Hub1,Advice for mental_health,community,,,QLD,,-28.0385003,153.432753,+61 7 3186 4000,,https://www.pccs.org.au/qld/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0962,PCCS Hub2,Advice for mental_health,community,,,QLD,,-28.0388423,153.4327545,+61 7 3186 4000,,https://www.pccs.org.au/qld/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0963,Queensland Show Choir,Community Centre,community,Gregory Terrace,Bowen Hills,QLD,4006,-27.451221,153.0298136,+61 7 3257 4905,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0964,KYC Consultancy,Community Centre,community,,,QLD,,-27.0980452,152.9483113,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0965,Rockhampton Men's Shed,Community Centre,community,,,QLD,,-23.3209198,150.5236051,+61 497 221 121,,https://rockhamptonmensshed.org.au/,Mo-Th 08:00-12:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0966,National Care Society,Assisted Living for senior,community,,,QLD,,-16.913976,145.7641081,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0967,Bauhinia House,Community Centre,community,Berserker Street,,QLD,,-23.3593263,150.5303088,,,https://www.rockhamptonregion.qld.gov.au/FacilitiesRecreation/Parks-Open-Spaces/Book-a-Park/Venues-and-Parks-for-Hire/Bauhinia-House,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0968,Gracemere Men's Shed,Community Centre,community,,,QLD,,-23.4433319,150.4515217,+61 7 4839 7408,,https://www.gracemeremensshed.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0969,Calliungal Youth Centre,Community Centre,community,,,QLD,,-23.6436164,150.3832497,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0970,Being Mentors,Assisted Living for senior,community,,,QLD,,-16.9258514,145.7742759,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0971,CPL North Rockhampton,Social Facility for disabled,community,,,QLD,,-23.3672043,150.5210343,,,https://www.cpl.org.au/our-locations/rockhampton,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0972,Summerland Support Services,Social Facility,community,,,QLD,,-28.8646865,153.0474649,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0973,Buyinbin Aboriginal Corporation,NGO,community,,,QLD,,-28.8637975,153.0480024,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0974,Boonah Cultural Centre,Community Centre,community,,,QLD,,-27.9986668,152.6816444,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0975,The Hub,Social Facility for disabled,community,,,QLD,,-27.7172064,151.6305722,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0976,Annie's House,Social Facility for disabled,community,,,QLD,,-27.7157072,151.6344927,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0977,Sondrio 67 Creators Collective,Social Facility,community,,,QLD,,-27.7156134,151.6348484,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0978,Irongate Hall,Community Centre,community,,,QLD,,-27.6265616,151.519565,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0979,QCWA Tara,Community Centre,community,,,QLD,,-27.277282,150.4594999,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0980,Tara Neighbourhood Centre,Community Centre,community,,,QLD,,-27.2764584,150.4567556,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0981,Goolburra,Social Facility for family;child,community,,,QLD,,-28.0356835,148.5828218,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0982,St George Aboriginal Business Centre,Community Centre,community,St George Terrace,St George,QLD,4487,-28.0351088,148.5791726,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0983,St George Aboriginal Housing Company,NGO,community,,,QLD,,-28.0351241,148.579209,+61 7 4625 4160,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0984,St George Aboriginal Housing Company,NGO,community,,,QLD,,-28.0351627,148.5790443,+61 7 4625 4160,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0985,Indigicare Connect,Social Facility for disabled,community,,,QLD,,-28.035278,148.5787978,+61 7 4625 1742,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0986,Social House,Outreach,community,,,QLD,,-27.7175063,153.2024833,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0987,Blue Care,Ambulatory Care,community,,,QLD,,-17.9263131,145.9246353,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0988,Rosebery Community Center,Community Centre,community,,,TAS,,-41.7799707,145.539038,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0989,King's Hall,Community Centre,community,,,TAS,,-41.3430449,146.4261199,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0990,Grace Centre,Community Centre,community,Ralph Terrace,Rokeby,TAS,7019,-42.9004151,147.4500707,,,https://www.gracecentre.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0991,Child and Family Centre,Community Centre,community,,,TAS,,-42.8122271,147.245254,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0993,Battery Point Community Hall,Community Centre,community,Hampden Road,Battery Point,TAS,7004,-42.8896723,147.3345571,,,https://www.batterypointhall.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0994,Lipscombe Community Child Care,Social Facility,community,,,TAS,,-42.9095262,147.3470952,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0995,Nugara Lodge,Community Centre,community,,,TAS,,-39.9265742,143.852612,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0996,Phoenix House,Community Centre,community,,,TAS,,-39.9327339,143.8554641,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0997,Reekara Community Complex,Community Centre,community,,,TAS,,-39.7534157,143.9156713,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0998,City Mission Client Services,Outreach,community,Mount Street,Burnie,TAS,7320,-41.0529755,145.9050921,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0999,Wellways,Outreach,community,,,TAS,,-41.0521038,145.9054425,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1000,Yolla Memorial Hall,Community Centre,community,,,TAS,,-41.1253474,145.7175087,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1001,Yolla Online Access Centre,Community Centre,community,,,TAS,,-41.1236675,145.7185122,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1002,Mount Stuart Memorial Hall,Community Centre,community,,,TAS,,-42.8722512,147.3044767,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1003,Moorleah Community Hall,Community Centre,community,,,TAS,,-40.9810842,145.6162411,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1004,Kaloma Scout Lodge,Community Centre,community,,,TAS,,-41.0318968,145.7151721,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1005,Wynyard Axemen's Club,Community Centre,community,,,TAS,,-40.9853093,145.728141,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1006,Senior Citizens Club,Community Centre,community,,,TAS,,-40.9908614,145.7286567,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1007,Somerset Scouts Group,Community Centre,community,,,TAS,,-41.0445959,145.8302092,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1008,Derwent Valley TPU,Community Centre,community,,,TAS,,-42.781496,147.0615479,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1009,Latrobe Memorial Hall,Community Centre,community,Gilbert Street,Latrobe,TAS,7307,-41.2363759,146.4151521,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1010,Clarence Point Hall,Community Centre,community,,,TAS,,-41.1273992,146.8102891,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1011,NRM South,NGO,community,Macquarie Street,Hobart,TAS,7000,-42.8906729,147.3196261,,,https://www.nrmsouth.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1012,Lauderdale Community Hall,Community Centre,community,,,TAS,,-42.9136401,147.4863561,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1013,City Mission Hobart Office,CHARITY,community,Barrack Street,Hobart,TAS,7000,-42.8852105,147.3216378,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1014,Glanara Lakes,Nursing Home for senior,health,,,TAS,,-41.4862399,147.1608656,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1015,Launceston Elderly Citizens Club,Community Centre,community,Landale Street,Invermay,TAS,7248,-41.4222658,147.134,+61 400 511 156,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1016,Huntingdon's Disease Tasmania,Outreach,community,,,TAS,,-41.0506951,145.9071541,,,,"Mo 12:00-15:00; Tu,Th 10:00-14:00",,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1017,Burnie Hub,Outreach,community,,,TAS,,-41.0505343,145.9066381,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1018,Headspace Burnie,Outreach for mental_health,community,,,TAS,,-41.0502859,145.9050129,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1019,Autism Tasmania,Outreach,community,,,TAS,,-41.0500373,145.9029186,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1020,Corner Stone Youth Services,Outreach for juvenile,community,,,TAS,,-41.0521957,145.9078301,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_1021,Anglicare Tasmania,Outreach,community,,,TAS,,-41.0508709,145.9042723,,,https://www.anglicare-tas.org.au/,Mo-Fr 09:00-17:00; PH closed,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
